partner_id,partner_name,partner_code,institution_type,state,district,matched_entity_id,matched_entity_name,match_level,confidence,match_reason
39c193fc-57f1-441f-88d0-58ebd5f5dd22,District Industries Centre (DIC) Bhopal,DIC-BHP-01,DISTRICT_INDUSTRIES_CENTRE,Madhya Pradesh,Bhopal,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
339d5f7b-21e0-4f73-9e2b-2270302ab714,District MSME Centre / DIC Gurugram,DIC-GGN-01,DISTRICT_INDUSTRIES_CENTRE,Haryana,Gurugram,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'DIC' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
83ad80b2-aa7f-4ff0-a8eb-c9ac15fbad07,District Industries Centre (DIC) Kolkata / Sub-Urban,DIC-KOL-01,DISTRICT_INDUSTRIES_CENTRE,West Bengal,Kolkata,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
c5ec7432-bce5-4554-9d92-285d1d08ccdc,District Industries Centre (DIC) Dehradun,DIC-DDN-01,DISTRICT_INDUSTRIES_CENTRE,Uttarakhand,Dehradun,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
cc035016-31de-48f8-8c45-ab1b64b80fe4,District Industries Centre (DIC) Ernakulam,DIC-ERN-01,DISTRICT_INDUSTRIES_CENTRE,Kerala,Ernakulam,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
165c4ba3-2656-4780-818f-df61de0a4c53,Haryana Backward Classes and Economically Weaker Sections Kalyan Nigam (HBCKN),SCA-HBCKN-CHD-01,SCA,Haryana,Chandigarh,a7c708c3-ab05-4d04-bfca-f004244cfff9,Haryana Backward Classes and Economically Weaker Sections Kalyan Nigam (HBCKN),MATCH_LEVEL_2,0.98,Exact canonical name match: Haryana Backward Classes and Economically Weaker Sections Kalyan Nigam (HBCKN)
bf015c66-70cb-4897-a5f2-9edcf0d746a7,Gujarat Thakor and Koli Vikas Nigam,SCA-GTKVN-GND-01,SCA,Gujarat,Gandhinagar,5868dae2-9f81-4375-bb93-e9c5dcbb0ee9,Gujarat Thakor and Koli Vikas Nigam,MATCH_LEVEL_2,0.98,Exact canonical name match: Gujarat Thakor and Koli Vikas Nigam
b7733384-4a52-4b12-ba53-0181f8098fa6,Tamil Nadu Adi Dravidar Housing and Development Corporation (TAHDCO),SCA-TAHDCO-CHE-01,SCA,Tamil Nadu,Chennai,16a33b96-3fdc-41e8-a940-15de06e33fae,Tamil Nadu Adi Dravidar Housing and Development Corporation (TAHDCO),MATCH_LEVEL_2,0.98,Exact canonical name match: Tamil Nadu Adi Dravidar Housing and Development Corporation (TAHDCO)
3066c238-9e0d-4bc6-810b-2684b1d29755,Kerala State Backward Classes Development Corporation (KSBCDC),SCA-KSBCDC-TVM-01,SCA,Kerala,Thiruvananthapuram,36b51db3-6f55-40bb-9ea7-bbb5c5655e2d,Kerala State Backward Classes Development Corporation (KSBCDC),MATCH_LEVEL_2,0.98,Exact canonical name match: Kerala State Backward Classes Development Corporation (KSBCDC)
75d188ef-e8b3-4e4b-b401-3a5da0a92fb0,MP Backward Classes and Minorities Finance & Development Corporation,SCA-MPBCOBC-BHP-01,SCA,Madhya Pradesh,Bhopal,216e193b-88e7-4862-9ac3-cc521ebbbafb,MP Backward Classes and Minorities Finance & Development Corporation,MATCH_LEVEL_2,0.98,Exact canonical name match: MP Backward Classes and Minorities Finance & Development Corporation
895ee555-d7d6-4528-baa3-f2f6e65a4971,Mahatma Phule Backward Class Development Corporation Ltd (MPBCDC),SCA-MPBCDC-MUM-01,SCA,Maharashtra,Mumbai Suburban,20813592-5d2c-40f5-bdd2-640b9cb5e52a,Mahatma Phule Backward Class Development Corporation Ltd (MPBCDC),MATCH_LEVEL_2,0.98,Exact canonical name match: Mahatma Phule Backward Class Development Corporation Ltd (MPBCDC)
594d516d-41d7-4435-9ff8-255c67d599f4,"West Bengal SC, ST & OBC Development & Finance Corporation",SCA-WBSCST-KOL-01,SCA,West Bengal,North 24 Parganas,bb991e64-3ec3-4e80-b76b-0df87ed616dc,"West Bengal SC, ST & OBC Development & Finance Corporation",MATCH_LEVEL_2,0.98,"Exact canonical name match: West Bengal SC, ST & OBC Development & Finance Corporation"
e9dc42d4-3261-483d-acb5-2cfee16da6b4,District e-Governance Society / CSC Kendriya Seva Kendra Gorakhpur,CSC-DEG-GKP-01,CSC,Uttar Pradesh,Gorakhpur,55ae4f0b-468f-4a40-9d57-e2842b604079,CSC e-Governance Services India Limited,MATCH_LEVEL_4,0.88,Official alias match 'CSC' -> CSC e-Governance Services India Limited (Source: MEITY_DIRECTORY)
83e1a44f-6b62-420f-b37e-71700e5f7a97,District e-Governance Society / CSC Kendra Lucknow,CSC-DEG-LKO-01,CSC,Uttar Pradesh,Lucknow,55ae4f0b-468f-4a40-9d57-e2842b604079,CSC e-Governance Services India Limited,MATCH_LEVEL_4,0.88,Official alias match 'CSC' -> CSC e-Governance Services India Limited (Source: MEITY_DIRECTORY)
f39947ab-d137-47f3-9917-cdc83f121fe6,e-Gram / CSC Citizen Facilitation Centre Ahmedabad,CSC-DEG-AHM-01,CSC,Gujarat,Ahmedabad,55ae4f0b-468f-4a40-9d57-e2842b604079,CSC e-Governance Services India Limited,MATCH_LEVEL_4,0.88,Official alias match 'CSC' -> CSC e-Governance Services India Limited (Source: MEITY_DIRECTORY)
